GeneSymbol_input,STRING_id,GeneSymbol_STRING
Arih1,10116.ENSRNOP00000013581,Arih1
Dr1,10116.ENSRNOP00000064336,Dr1
Dkk4,10116.ENSRNOP00000026067,Dkk4
Rbm17,10116.ENSRNOP00000025550,Rbm17
Prss16,10116.ENSRNOP00000071941,Prss16
Nsmce1,10116.ENSRNOP00000051912,Nsmce1
Dsg3,10116.ENSRNOP00000072153,Dsg3
Msn,10116.ENSRNOP00000068359,Msn
Hjurp,10116.ENSRNOP00000040906,Hjurp
Nop16,10116.ENSRNOP00000023320,Nop16
Prr13,10116.ENSRNOP00000048789,Prr13
Rab8b,10116.ENSRNOP00000024287,Rab8b
Snrnp40,10116.ENSRNOP00000016325,Snrnp40
Gpn2,10116.ENSRNOP00000009275,Gpn2
Lcp1,10116.ENSRNOP00000071263,Lcp1
Snai1,10116.ENSRNOP00000012939,Snai1
Farsa,10116.ENSRNOP00000004370,Farsa
Nxph3,10116.ENSRNOP00000007133,Nxph3
Gnb4,10116.ENSRNOP00000074669,Gnb4
Nudcd2,10116.ENSRNOP00000069725,Nudcd2
Naf1,10116.ENSRNOP00000031163,Naf1
Chaf1a,10116.ENSRNOP00000063994,Chaf1a
Trh,10116.ENSRNOP00000015944,Trh
Fpgs,10116.ENSRNOP00000064076,Fpgs
Rpl3,10116.ENSRNOP00000060662,Rpl3
Bco1,10116.ENSRNOP00000016880,Bco1
Ehbp1l1,10116.ENSRNOP00000073917,Ehbp1l1
Ccnd2,10116.ENSRNOP00000073319,Ccnd2
Cavin3,10116.ENSRNOP00000024119,Cavin3
Rps29,10116.ENSRNOP00000005577,Rps29
Tnpo3,10116.ENSRNOP00000040222,Tnpo3
Syt13,10116.ENSRNOP00000011459,Syt13
Hmgb1,10116.ENSRNOP00000069851,Hmgb1
Uba1,10116.ENSRNOP00000033950,Uba1
Esco2,10116.ENSRNOP00000068247,Esco2
Rapgef6,10116.ENSRNOP00000013481,Rapgef6
Shq1,10116.ENSRNOP00000054569,Shq1
Ern1,10116.ENSRNOP00000072244,Ern1
Slc41a3,10116.ENSRNOP00000071826,Slc41a3
Gngt2,10116.ENSRNOP00000008011,Gngt2
Tnfrsf1b,10116.ENSRNOP00000022478,Tnfrsf1b
Kif22,10116.ENSRNOP00000027525,Kif22
Cdca5,10116.ENSRNOP00000064620,Cdca5
Celf1,10116.ENSRNOP00000014484,Celf1
Mki67,10116.ENSRNOP00000038727,Mki67
Pkia,10116.ENSRNOP00000016567,Pkia
Il33,10116.ENSRNOP00000022056,Il33
Rab5if,10116.ENSRNOP00000027539,Rab5if
Itgb3bp,10116.ENSRNOP00000012947,Itgb3bp
Arrdc1,10116.ENSRNOP00000010169,Arrdc1
Thbd,10116.ENSRNOP00000006200,Thbd
Tedc2,10116.ENSRNOP00000046320,Tedc2
Pfn1,10116.ENSRNOP00000005370,Pfn1
Ereg,10116.ENSRNOP00000003716,Ereg
Hnrnpa2b1,10116.ENSRNOP00000015152,Hnrnpa2b1
Tubgcp2,10116.ENSRNOP00000024573,Tubgcp2
Dcx,10116.ENSRNOP00000065381,Dcx
Camkk2,10116.ENSRNOP00000001774,Camkk2
Spdl1,10116.ENSRNOP00000009648,Spdl1
Ankrd50,10116.ENSRNOP00000043031,Ankrd50
Tent2,10116.ENSRNOP00000016135,Tent2
Glipr1,10116.ENSRNOP00000005399,Glipr1
Prkch,10116.ENSRNOP00000006729,Prkch
RT1-T24-4,10116.ENSRNOP00000043387,RT1-T24-4
Krt80,10116.ENSRNOP00000038848,Krt80
Nav3,10116.ENSRNOP00000070987,Nav3
Egfl7,10116.ENSRNOP00000026318,Egfl7
Rwdd4,10116.ENSRNOP00000073640,Rwdd4
Vav1,10116.ENSRNOP00000064264,Vav1
Psmd12,10116.ENSRNOP00000004283,Psmd12
Tspan8,10116.ENSRNOP00000005909,Tspan8
Nedd1,10116.ENSRNOP00000005463,Nedd1
Cmas,10116.ENSRNOP00000018734,Cmas
Lbr,10116.ENSRNOP00000069002,Lbr
Kctd10,10116.ENSRNOP00000065635,Kctd10
Psmd4,10116.ENSRNOP00000028589,Psmd4
S100a6,10116.ENSRNOP00000015612,S100a6
Pak6,10116.ENSRNOP00000075254,Pak6
Brca1,10116.ENSRNOP00000072366,Brca1
Ankrd52,10116.ENSRNOP00000045243,Ankrd52
Mfsd12,10116.ENSRNOP00000057905,Mfsd12
B4galt2,10116.ENSRNOP00000026591,B4galt2
Bud23,10116.ENSRNOP00000047461,Bud23
Xpo4,10116.ENSRNOP00000013902,Xpo4
Ptpn13,10116.ENSRNOP00000057876,Ptpn13
Capn2,10116.ENSRNOP00000046509,Capn2
Isy1,10116.ENSRNOP00000013571,Isy1
Cpsf2,10116.ENSRNOP00000075209,Cpsf2
Acat2,10116.ENSRNOP00000069035,Acat2
H2ac20,10116.ENSRNOP00000040177,H2ac20
Ppm1j,10116.ENSRNOP00000016833,Ppm1j
Espl1,10116.ENSRNOP00000017314,Espl1
Dnaaf5,10116.ENSRNOP00000035454,Dnaaf5
Nol10,10116.ENSRNOP00000007169,Nol10
Slirp,10116.ENSRNOP00000016479,Slirp
Cxcr6,10116.ENSRNOP00000008294,Cxcr6
Gadd45a,10116.ENSRNOP00000007698,Gadd45a
Rcan3,10116.ENSRNOP00000025052,Rcan3
Gart,10116.ENSRNOP00000033253,Gart
Polr1a,10116.ENSRNOP00000013587,Polr1a
Gdap1,10116.ENSRNOP00000007994,Gdap1
Ndc80,10116.ENSRNOP00000072111,Ndc80
Lto1,10116.ENSRNOP00000028374,Lto1
Hdx,10116.ENSRNOP00000054189,Hdx
Wdr18,10116.ENSRNOP00000016733,Wdr18
Smc4,10116.ENSRNOP00000013931,Smc4
Ece1,10116.ENSRNOP00000062928,Ece1
Rtn4,10116.ENSRNOP00000006443,Rtn4
Tmsb4x,10116.ENSRNOP00000066062,Tmsb4x
Katnb1,10116.ENSRNOP00000019770,Katnb1
Mta1,10116.ENSRNOP00000006521,Mta1
Gnb1,10116.ENSRNOP00000044340,Gnb1
Dscc1,10116.ENSRNOP00000038101,Dscc1
Trim66,10116.ENSRNOP00000019368,Trim66
Nrp2,10116.ENSRNOP00000047206,Nrp2
Rhoa,10116.ENSRNOP00000066672,Rhoa
Rrm2,10116.ENSRNOP00000073334,Rrm2
Clec2d,10116.ENSRNOP00000010098,Clec2d
Fdx2,10116.ENSRNOP00000028127,Fdx2
Cdc37,10116.ENSRNOP00000051248,Cdc37
Gpr75,10116.ENSRNOP00000029471,Gpr75
Nus1,10116.ENSRNOP00000000467,Nus1
Irf2bpl,10116.ENSRNOP00000064525,Irf2bpl
Lrrc10b,10116.ENSRNOP00000048468,Lrrc10b
Galr2,10116.ENSRNOP00000073780,Galr2
Rhog,10116.ENSRNOP00000027641,Rhog
Cmtm7,10116.ENSRNOP00000014861,Cmtm7
Fkbp10,10116.ENSRNOP00000022029,Fkbp10
Hmgb3,10116.ENSRNOP00000015044,Hmgb3
Pdlim2,10116.ENSRNOP00000011663,Pdlim2
Muc19,10116.ENSRNOP00000063958,Muc19
Krtcap2,10116.ENSRNOP00000067934,Krtcap2
Cmtr2,10116.ENSRNOP00000022952,Cmtr2
Ppih,10116.ENSRNOP00000059353,Ppih
Sh3bp5l,10116.ENSRNOP00000074044,Sh3bp5l
Cdc25a,10116.ENSRNOP00000028141,Cdc25a
Col7a1,10116.ENSRNOP00000027994,Col7a1
Pea15,10116.ENSRNOP00000064962,Pea15
Hdac1l,10116.ENSRNOP00000018423,Hdac1l
Dhx37,10116.ENSRNOP00000038631,Dhx37
Nfam1,10116.ENSRNOP00000030943,Nfam1
Apol9a,10116.ENSRNOP00000036679,Apol9a
Bex4,10116.ENSRNOP00000069517,Bex4
Klf5,10116.ENSRNOP00000054653,Klf5
Rpp30,10116.ENSRNOP00000025413,Rpp30
Rap1gds1,10116.ENSRNOP00000071795,Rap1gds1
Gpr19,10116.ENSRNOP00000009341,Gpr19
Acsl5,10116.ENSRNOP00000022126,Acsl5
Adam17,10116.ENSRNOP00000073012,Adam17
Srp68,10116.ENSRNOP00000028875,Srp68
Thumpd3,10116.ENSRNOP00000009464,Thumpd3
Orai1,10116.ENSRNOP00000001806,Orai1
Rtraf,10116.ENSRNOP00000070052,Rtraf
Krr1,10116.ENSRNOP00000059249,Krr1
Dazap1,10116.ENSRNOP00000046032,Dazap1
Tfpi2,10116.ENSRNOP00000013989,Tfpi2
Atf6b,10116.ENSRNOP00000000492,Atf6b
Ttyh1,10116.ENSRNOP00000062088,Ttyh1
Lama3,10116.ENSRNOP00000075948,Lama3
Rlf,10116.ENSRNOP00000039640,Rlf
Akt3,10116.ENSRNOP00000070231,Akt3
Ccn4,10116.ENSRNOP00000009673,Ccn4
Unc119,10116.ENSRNOP00000015091,Unc119
Phldb3,10116.ENSRNOP00000075680,Phldb3
Dffa,10116.ENSRNOP00000070485,Dffa
Itgb2,10116.ENSRNOP00000001639,Itgb2
Tram1l1,10116.ENSRNOP00000013030,Tram1l1
Nup133,10116.ENSRNOP00000024182,Nup133
Copb2,10116.ENSRNOP00000071536,Copb2
Smarca4,10116.ENSRNOP00000013166,Smarca4
Aurkb,10116.ENSRNOP00000072371,Aurkb
Arhgef2,10116.ENSRNOP00000027182,Arhgef2
Tmpo,10116.ENSRNOP00000012715,Tmpo
Il10rb,10116.ENSRNOP00000058062,Il10rb
Cad,10116.ENSRNOP00000030030,Cad
Mlf1,10116.ENSRNOP00000017151,Mlf1
Dtymk,10116.ENSRNOP00000025644,Dtymk
Slc11a1,10116.ENSRNOP00000054282,Slc11a1
Col5a1,10116.ENSRNOP00000012334,Col5a1
Ptx3,10116.ENSRNOP00000016541,Ptx3
Grhl1,10116.ENSRNOP00000068887,Grhl1
Casp8ap2,10116.ENSRNOP00000009227,Casp8ap2
Mlkl,10116.ENSRNOP00000034575,Mlkl
Oas1b,10116.ENSRNOP00000001853,Oas1b
Tph1,10116.ENSRNOP00000052959,Tph1
Dhrs9,10116.ENSRNOP00000069708,Dhrs9
Eif5a2,10116.ENSRNOP00000015779,Eif5a2
Mad2l1bp,10116.ENSRNOP00000026331,Mad2l1bp
Tprn,10116.ENSRNOP00000014489,Tprn
Exosc10,10116.ENSRNOP00000014629,Exosc10
Ncs1,10116.ENSRNOP00000011648,Ncs1
Bard1,10116.ENSRNOP00000075183,Bard1
Top1mt,10116.ENSRNOP00000009965,Top1mt
Nav1,10116.ENSRNOP00000059597,Nav1
Abhd15,10116.ENSRNOP00000036157,Abhd15
Hdgfl3,10116.ENSRNOP00000026754,Hdgfl3
Ppp1r3e,10116.ENSRNOP00000019992,Ppp1r3e
Memo1,10116.ENSRNOP00000008687,Memo1
Otud6b,10116.ENSRNOP00000008726,Otud6b
Raly,10116.ENSRNOP00000023429,Raly
Snx18,10116.ENSRNOP00000063122,Snx18
Birc5,10116.ENSRNOP00000065784,Birc5
Atp8b2,10116.ENSRNOP00000028246,Atp8b2
Dicer1,10116.ENSRNOP00000014405,Dicer1
Fam169a,10116.ENSRNOP00000022120,Fam169a
Adam19,10116.ENSRNOP00000008184,Adam19
Exosc2,10116.ENSRNOP00000012311,Exosc2
Pak2,10116.ENSRNOP00000065949,Pak2
Cnih4,10116.ENSRNOP00000004939,Cnih4
Eif3g,10116.ENSRNOP00000027986,Eif3g
Tsr2,10116.ENSRNOP00000003540,Tsr2
Prss21,10116.ENSRNOP00000065300,Prss21
Twf1,10116.ENSRNOP00000030138,Twf1
Cenpq,10116.ENSRNOP00000072803,Cenpq
Cdk11b,10116.ENSRNOP00000023274,Cdk11b
Lrrc8c,10116.ENSRNOP00000002896,Lrrc8c
Gpx8,10116.ENSRNOP00000013979,Gpx8
Heatr3,10116.ENSRNOP00000020793,Heatr3
Rbis,10116.ENSRNOP00000056222,Rbis
Ogfod3,10116.ENSRNOP00000051808,Ogfod3
Xkr8,10116.ENSRNOP00000017619,Xkr8
Pgbd5,10116.ENSRNOP00000054889,Pgbd5
Lsm4,10116.ENSRNOP00000026567,Lsm4
Gan,10116.ENSRNOP00000016963,Gan
Ezh2,10116.ENSRNOP00000008149,Ezh2
Hs2st1,10116.ENSRNOP00000016872,Hs2st1
Traip,10116.ENSRNOP00000048198,Traip
Orc6,10116.ENSRNOP00000035958,Orc6
Muc13,10116.ENSRNOP00000002444,Muc13
Helz2,10116.ENSRNOP00000017787,Helz2
Npffr1,10116.ENSRNOP00000000675,Npffr1
Ccdc116,10116.ENSRNOP00000040746,Ccdc116
Rps28,10116.ENSRNOP00000060568,Rps28
Hs3st2,10116.ENSRNOP00000023773,Hs3st2
Ncapg2,10116.ENSRNOP00000033392,Ncapg2
Clic4,10116.ENSRNOP00000024464,Clic4
Marchf4,10116.ENSRNOP00000022076,Marchf4
Pcdh1,10116.ENSRNOP00000073940,Pcdh1
Ell,10116.ENSRNOP00000026846,Ell
F11r,10116.ENSRNOP00000006141,F11r
Ngdn,10116.ENSRNOP00000024337,Ngdn
Jpt1,10116.ENSRNOP00000004862,Jpt1
Adgrg6,10116.ENSRNOP00000029263,Adgrg6
Nmt2,10116.ENSRNOP00000035716,Nmt2
Csnk1a1,10116.ENSRNOP00000051516,Csnk1a1
Septin2,10116.ENSRNOP00000024261,Septin2
Epn2,10116.ENSRNOP00000074461,Epn2
Rrm1,10116.ENSRNOP00000064166,Rrm1
Rpl35,10116.ENSRNOP00000019162,Rpl35
Arhgap11a,10116.ENSRNOP00000010994,Arhgap11a
Ube3c,10116.ENSRNOP00000076040,Ube3c
Prnp,10116.ENSRNOP00000028881,Prnp
Ccdc80,10116.ENSRNOP00000056490,Ccdc80
Spag5,10116.ENSRNOP00000015651,Spag5
Esm1,10116.ENSRNOP00000014559,Esm1
Itgb4,10116.ENSRNOP00000073188,Itgb4
Cpeb1,10116.ENSRNOP00000026009,Cpeb1
Ssrp1,10116.ENSRNOP00000012022,Ssrp1
Rps14,10116.ENSRNOP00000056260,Rps14
Tbcc,10116.ENSRNOP00000065504,Tbcc
Lmln,10116.ENSRNOP00000002427,Lmln
Chac1,10116.ENSRNOP00000019392,Chac1
Krt14,10116.ENSRNOP00000005285,Krt14
Lamb3,10116.ENSRNOP00000008440,Lamb3
Rad54l,10116.ENSRNOP00000018004,Rad54l
Kif2c,10116.ENSRNOP00000025903,Kif2c
Paqr4,10116.ENSRNOP00000005220,Paqr4
Smg9,10116.ENSRNOP00000026669,Smg9
Ptgir,10116.ENSRNOP00000022461,Ptgir
Crtc3,10116.ENSRNOP00000015949,Crtc3
Recql,10116.ENSRNOP00000060671,Recql
Zmym1,10116.ENSRNOP00000062035,Zmym1
Vom2r27,10116.ENSRNOP00000033278,Vom2r27
Tec,10116.ENSRNOP00000075313,Tec
Lgals1,10116.ENSRNOP00000013538,Lgals1
Hcls1,10116.ENSRNOP00000003326,Hcls1
Rpa2,10116.ENSRNOP00000017549,Rpa2
Pdia3,10116.ENSRNOP00000020478,Pdia3
Acer3,10116.ENSRNOP00000019987,Acer3
Cdc34,10116.ENSRNOP00000074000,Cdc34
Ehd4,10116.ENSRNOP00000010701,Ehd4
Arap2,10116.ENSRNOP00000074225,Arap2
Sgo2,10116.ENSRNOP00000037361,Sgo2
Cd226,10116.ENSRNOP00000054956,Cd226
Fam114a1l1,10116.ENSRNOP00000002917,Fam114a1l1
Tedc1,10116.ENSRNOP00000030430,Tedc1
Pdcd2l,10116.ENSRNOP00000028674,Pdcd2l
Foxm1,10116.ENSRNOP00000008003,Foxm1
Stoml2,10116.ENSRNOP00000013151,Stoml2
Tomm20,10116.ENSRNOP00000027088,Tomm20
Syce2,10116.ENSRNOP00000004404,Syce2
Fhdc1,10116.ENSRNOP00000060810,Fhdc1
Ap2m1,10116.ENSRNOP00000070202,Ap2m1
Ccsap,10116.ENSRNOP00000023911,Ccsap
Zfp428,10116.ENSRNOP00000071770,Zfp428
Kif23,10116.ENSRNOP00000033647,Kif23
Foxn2,10116.ENSRNOP00000058404,Foxn2
Gspt2,10116.ENSRNOP00000068098,Gspt2
Ebf2,10116.ENSRNOP00000016568,Ebf2
Nufip1,10116.ENSRNOP00000001366,Nufip1
Haus3,10116.ENSRNOP00000020576,Haus3
Pkp1,10116.ENSRNOP00000013532,Pkp1
Scgb3a1,10116.ENSRNOP00000045446,Scgb3a1
Dync1li2,10116.ENSRNOP00000029646,Dync1li2
Dkc1,10116.ENSRNOP00000074005,Dkc1
Il18bp,10116.ENSRNOP00000027301,Il18bp
Eif4g2,10116.ENSRNOP00000062967,Eif4g2
Gstcd,10116.ENSRNOP00000073658,Gstcd
Chrnb2,10116.ENSRNOP00000028200,Chrnb2
Hunk,10116.ENSRNOP00000002866,Hunk
Rhbdd1,10116.ENSRNOP00000070041,Rhbdd1
Rad1,10116.ENSRNOP00000024557,Rad1
Adprm,10116.ENSRNOP00000004560,Adprm
Ajuba,10116.ENSRNOP00000017753,Ajuba
Lsamp,10116.ENSRNOP00000040165,Lsamp
Rab35,10116.ENSRNOP00000029070,Rab35
Hm13,10116.ENSRNOP00000072050,Hm13
Iqcf1,10116.ENSRNOP00000053229,Iqcf1
Slc25a22,10116.ENSRNOP00000068705,Slc25a22
Morc1,10116.ENSRNOP00000046114,Morc1
Gabpa,10116.ENSRNOP00000071293,Gabpa
Septin11,10116.ENSRNOP00000062626,Septin11
Exoc6b,10116.ENSRNOP00000070757,Exoc6b
Nup98,10116.ENSRNOP00000027575,Nup98
Ggt6,10116.ENSRNOP00000039691,Ggt6
Lgals5,10116.ENSRNOP00000016897,Lgals5
Cav1,10116.ENSRNOP00000073712,Cav1
Cln8,10116.ENSRNOP00000016756,Cln8
Aldoa,10116.ENSRNOP00000068764,Aldoa
Ppial4g,10116.ENSRNOP00000067488,Ppial4g
Dnmt1,10116.ENSRNOP00000063831,Dnmt1
Atp6ap1l,10116.ENSRNOP00000050073,Atp6ap1l
Ncapg,10116.ENSRNOP00000055628,Ncapg
Irgm,10116.ENSRNOP00000047579,Irgm
Dclk1,10116.ENSRNOP00000019748,Dclk1
Zeb1,10116.ENSRNOP00000024336,Zeb1
Tbk1,10116.ENSRNOP00000009260,Tbk1
Rell2,10116.ENSRNOP00000026526,Rell2
Lig1,10116.ENSRNOP00000019799,Lig1
Snx22,10116.ENSRNOP00000032451,Snx22
Cct7,10116.ENSRNOP00000021030,Cct7
Casp2,10116.ENSRNOP00000022672,Casp2
Rhno1,10116.ENSRNOP00000036772,Rhno1
Nup205,10116.ENSRNOP00000014833,Nup205
Pir,10116.ENSRNOP00000004884,Pir
Inpp5d,10116.ENSRNOP00000040111,Inpp5d
Sdc1,10116.ENSRNOP00000072283,Sdc1
Pcbp3,10116.ENSRNOP00000001675,Pcbp3
Fut9,10116.ENSRNOP00000011393,Fut9
Cttn,10116.ENSRNOP00000050255,Cttn
St6galnac2,10116.ENSRNOP00000016622,St6galnac2
Macroh2a1,10116.ENSRNOP00000049143,Macroh2a1
Col1a1,10116.ENSRNOP00000005311,Col1a1
Uxs1,10116.ENSRNOP00000070855,Uxs1
Smarce1,10116.ENSRNOP00000014230,Smarce1
Gcg,10116.ENSRNOP00000007356,Gcg
Pfdn6,10116.ENSRNOP00000075862,Pfdn6
Gpr151,10116.ENSRNOP00000043810,Gpr151
Lrrc2,10116.ENSRNOP00000070434,Lrrc2
Chchd4,10116.ENSRNOP00000038359,Chchd4
Ptprn,10116.ENSRNOP00000026654,Ptprn
Entpd7,10116.ENSRNOP00000060313,Entpd7
Las1l,10116.ENSRNOP00000016042,Las1l
Spaca4,10116.ENSRNOP00000028558,Spaca4
Efnb1,10116.ENSRNOP00000009635,Efnb1
Fam110b,10116.ENSRNOP00000012067,Fam110b
Itga4,10116.ENSRNOP00000006880,Itga4
Eepd1,10116.ENSRNOP00000009342,Eepd1
Cdc42,10116.ENSRNOP00000030928,Cdc42
Ckap2l,10116.ENSRNOP00000034964,Ckap2l
Cd151,10116.ENSRNOP00000066223,Cd151
Cox7a2,10116.ENSRNOP00000060398,Cox7a2
Sp7,10116.ENSRNOP00000018828,Sp7
Rad51ap1,10116.ENSRNOP00000073657,Rad51ap1
Tnfrsf13c,10116.ENSRNOP00000052889,Tnfrsf13c
Ung,10116.ENSRNOP00000053707,Ung
Camta1,10116.ENSRNOP00000059056,Camta1
Ube4b,10116.ENSRNOP00000052435,Ube4b
Lst1,10116.ENSRNOP00000060414,Lst1
Prdx4,10116.ENSRNOP00000005014,Prdx4
Mns1,10116.ENSRNOP00000069371,Mns1
Erap1,10116.ENSRNOP00000013625,Erap1
Phf11,10116.ENSRNOP00000066769,Phf11
Trmt10a,10116.ENSRNOP00000071908,Trmt10a
Klhl32,10116.ENSRNOP00000045360,Klhl32
LOC100912321,10116.ENSRNOP00000042906,LOC100912321
Selenoh,10116.ENSRNOP00000074642,Selenoh
Tsc22d2,10116.ENSRNOP00000062527,Tsc22d2
Recql4,10116.ENSRNOP00000047177,Recql4
Traf2,10116.ENSRNOP00000008253,Traf2
Tns4,10116.ENSRNOP00000073971,Tns4
Rad54b,10116.ENSRNOP00000058084,Rad54b
Fcer2,10116.ENSRNOP00000001332,Fcer2
Rwdd1,10116.ENSRNOP00000062656,Rwdd1
Rpl39,10116.ENSRNOP00000075910,Rpl39
Cxcl13,10116.ENSRNOP00000034304,Cxcl13
Mob1a,10116.ENSRNOP00000072053,Mob1a
Mdc1,10116.ENSRNOP00000049009,Mdc1
Cbl,10116.ENSRNOP00000063226,Cbl
Plaa,10116.ENSRNOP00000010621,Plaa
Pcyt1a,10116.ENSRNOP00000002403,Pcyt1a
Uap1,10116.ENSRNOP00000055358,Uap1
Adamts15,10116.ENSRNOP00000013341,Adamts15
Srd5a3,10116.ENSRNOP00000069749,Srd5a3
Lsm12,10116.ENSRNOP00000028368,Lsm12
Rfc5,10116.ENSRNOP00000001498,Rfc5
Camk2d,10116.ENSRNOP00000016026,Camk2d
Niban2,10116.ENSRNOP00000021689,Niban2
Hba-a1,10116.ENSRNOP00000041451,Hba-a1
Zdhhc14,10116.ENSRNOP00000051330,Zdhhc14
Prpf19,10116.ENSRNOP00000028373,Prpf19
Tor4a,10116.ENSRNOP00000012406,Tor4a
Phlpp2,10116.ENSRNOP00000021745,Phlpp2
Actr1a,10116.ENSRNOP00000026792,Actr1a
Sf3b4,10116.ENSRNOP00000028758,Sf3b4
Rtkn2,10116.ENSRNOP00000072047,Rtkn2
Cfap20,10116.ENSRNOP00000058109,Cfap20
Map2k3,10116.ENSRNOP00000008679,Map2k3
Spi1,10116.ENSRNOP00000016306,Spi1
Zbtb42,10116.ENSRNOP00000035859,Zbtb42
Rpp25,10116.ENSRNOP00000025408,Rpp25
Nav2,10116.ENSRNOP00000051474,Nav2
Btg2,10116.ENSRNOP00000004408,Btg2
Bcor,10116.ENSRNOP00000047677,Bcor
Habp4,10116.ENSRNOP00000025801,Habp4
Tmem202,10116.ENSRNOP00000037213,Tmem202
Hsp90b1,10116.ENSRNOP00000034846,Hsp90b1
Ccrl2,10116.ENSRNOP00000044084,Ccrl2
Qsox2,10116.ENSRNOP00000058448,Qsox2
Fubp1,10116.ENSRNOP00000061544,Fubp1
Rplp2,10116.ENSRNOP00000053863,Rplp2
Tbc1d10c,10116.ENSRNOP00000029272,Tbc1d10c
Abcc3,10116.ENSRNOP00000003977,Abcc3
Gnpda2,10116.ENSRNOP00000002992,Gnpda2
Snrpd2,10116.ENSRNOP00000021221,Snrpd2
Cdc7,10116.ENSRNOP00000059094,Cdc7
Efcab6,10116.ENSRNOP00000015447,Efcab6
Prss32,10116.ENSRNOP00000066564,Prss32
Fabp2,10116.ENSRNOP00000030244,Fabp2
Cep55,10116.ENSRNOP00000022133,Cep55
Fgg,10116.ENSRNOP00000032735,Fgg
G6pd,10116.ENSRNOP00000075297,G6pd
Cenpe,10116.ENSRNOP00000032795,Cenpe
Arap1,10116.ENSRNOP00000036834,Arap1
B3gnt6,10116.ENSRNOP00000043462,B3gnt6
Ppm1g,10116.ENSRNOP00000029414,Ppm1g
Cdca3,10116.ENSRNOP00000020803,Cdca3
Lilrc2,10116.ENSRNOP00000068636,Lilrc2
Psme3,10116.ENSRNOP00000027957,Psme3
Ctnnbip1,10116.ENSRNOP00000052425,Ctnnbip1
Cdk4,10116.ENSRNOP00000034754,Cdk4
Clca5,10116.ENSRNOP00000018435,Clca5
Ifit2,10116.ENSRNOP00000051639,Ifit2
Tmem154,10116.ENSRNOP00000014433,Tmem154
Fzd8,10116.ENSRNOP00000067651,Fzd8
Cyp11b2,10116.ENSRNOP00000049722,Cyp11b2
Rnf8,10116.ENSRNOP00000059852,Rnf8
Pbk,10116.ENSRNOP00000061382,Pbk
Bcat1,10116.ENSRNOP00000021193,Bcat1
Alg9,10116.ENSRNOP00000036062,Alg9
Msh2,10116.ENSRNOP00000021538,Msh2
Ralbp1,10116.ENSRNOP00000033120,Ralbp1
Tm7sf3,10116.ENSRNOP00000002486,Tm7sf3
Gab2,10116.ENSRNOP00000016361,Gab2
Cwc22,10116.ENSRNOP00000039180,Cwc22
Dap3,10116.ENSRNOP00000072121,Dap3
Ckap2,10116.ENSRNOP00000037955,Ckap2
Lyl1,10116.ENSRNOP00000003980,Lyl1
Areg,10116.ENSRNOP00000003703,Areg
Mrpl1,10116.ENSRNOP00000002834,Mrpl1
Pcbp2,10116.ENSRNOP00000075740,Pcbp2
Nup160,10116.ENSRNOP00000036307,Nup160
Slc35b1,10116.ENSRNOP00000006179,Slc35b1
Ube2l6,10116.ENSRNOP00000039001,Ube2l6
Figla,10116.ENSRNOP00000021272,Figla
Srgap1,10116.ENSRNOP00000006180,Srgap1
Ddit3,10116.ENSRNOP00000071840,Ddit3
Sh2d1b,10116.ENSRNOP00000047078,Sh2d1b
Trip13,10116.ENSRNOP00000070709,Trip13
Gnb3,10116.ENSRNOP00000069551,Gnb3
Vezt,10116.ENSRNOP00000038458,Vezt
Dop1b,10116.ENSRNOP00000070233,Dop1b
Nup85,10116.ENSRNOP00000005035,Nup85
Gstp1,10116.ENSRNOP00000024601,Gstp1
Olr1096,10116.ENSRNOP00000019271,Olr1096
Gsg1,10116.ENSRNOP00000011295,Gsg1
Tbl1x,10116.ENSRNOP00000070551,Tbl1x
Rnft2,10116.ENSRNOP00000001486,Rnft2
Plekhg2,10116.ENSRNOP00000076211,Plekhg2
Aldh1l2,10116.ENSRNOP00000056394,Aldh1l2
Ankle1,10116.ENSRNOP00000023065,Ankle1
Pramef25,10116.ENSRNOP00000035971,Pramef25
Sipa1l3,10116.ENSRNOP00000041787,Sipa1l3
Nup93,10116.ENSRNOP00000025086,Nup93
Csgalnact2,10116.ENSRNOP00000019778,Csgalnact2
Kif2a,10116.ENSRNOP00000019189,Kif2a
Septin6,10116.ENSRNOP00000061494,Septin6
Tmem165,10116.ENSRNOP00000003010,Tmem165
Rae1,10116.ENSRNOP00000029085,Rae1
Rnf145,10116.ENSRNOP00000006436,Rnf145
Itpk1,10116.ENSRNOP00000074255,Itpk1
Shisa5,10116.ENSRNOP00000072905,Shisa5
Prdx6,10116.ENSRNOP00000030323,Prdx6
Kcnk3,10116.ENSRNOP00000013107,Kcnk3
Anapc10,10116.ENSRNOP00000024689,Anapc10
Tram1,10116.ENSRNOP00000045166,Tram1
Smyd5,10116.ENSRNOP00000020909,Smyd5
Cd24,10116.ENSRNOP00000000352,Cd24
Zfp185,10116.ENSRNOP00000069186,Zfp185
Parp1,10116.ENSRNOP00000004232,Parp1
Prkcg,10116.ENSRNOP00000071203,Prkcg
Zcchc13,10116.ENSRNOP00000065246,Zcchc13
Gata4,10116.ENSRNOP00000014320,Gata4
Gpt2,10116.ENSRNOP00000071498,Gpt2
Adar,10116.ENSRNOP00000028181,Adar
Ncapd2,10116.ENSRNOP00000069882,Ncapd2
Jund,10116.ENSRNOP00000026470,Jund
Cwc27,10116.ENSRNOP00000017832,Cwc27
